sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
barcode93_RM_Type_I_12	RM	RM_Type_I	bc93_02987	bc93_02991	bc93_02987,bc93_02988,bc93_02991	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode93_Shango_4	Shango	Shango	bc93_02431	bc93_02433	bc93_02431,bc93_02432,bc93_02433	3	Shango__SngA,Shango__SngB,Shango__SngC
barcode94_RM_Type_III_13	RM	RM_Type_III	bc94_01020	bc94_01021	bc94_01020,bc94_01021	2	RM_Type_III__Type_III_MTases,RM_Type_III__Type_III_REases
barcode94_RM_Type_I_10	RM	RM_Type_I	bc94_01199	bc94_01202	bc94_01199,bc94_01200,bc94_01202	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode94_RM_Type_IIG_12	RM	RM_Type_IIG	bc94_02349	bc94_02349	bc94_02349	1	RM_Type_IIG__Type_IIG
barcode94_RM_Type_I_11	RM	RM_Type_I	bc94_03206	bc94_03209	bc94_03206,bc94_03207,bc94_03209	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode94_AbiV_1	AbiV	AbiV	bc94_00347	bc94_00347	bc94_00347	1	AbiV__AbiV
barcode94_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc94_00530	bc94_00530	bc94_00530	1	Gao_Ppl__PplA
barcode94_Gabija_2	Gabija	Gabija	bc94_02382	bc94_02383	bc94_02382,bc94_02383	2	Gabija__GajB_2,Gabija__GajA
barcode94_Wadjet_I_5	Wadjet	Wadjet_I	bc94_04288	bc94_04291	bc94_04288,bc94_04290,bc94_04291	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode94_SoFic_7	SoFIC	SoFic	bc94_00056	bc94_00056	bc94_00056	1	SoFic__SoFic
barcode94_SoFic_8	SoFIC	SoFic	bc94_00225	bc94_00225	bc94_00225	1	SoFic__SoFic
barcode94_Retron_XII_6	Retron	Retron_XII	bc94_00580	bc94_00580	bc94_00580	1	Retron_XII__RT_12
barcode94_pAgo_S1B_9	pAgo	pAgo_S1B	bc94_03033	bc94_03034	bc94_03033,bc94_03034	2	pAgo__SIR2APAZ,pAgo__pAgo_S1B
barcode95_RosmerTA_7	RosmerTA	RosmerTA	bc95_02178	bc95_02179	bc95_02178,bc95_02179	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
barcode95_RM_Type_II_11	RM	RM_Type_II	bc95_01012	bc95_01016	bc95_01012,bc95_01015,bc95_01016	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode95_RM_Type_I_10	RM	RM_Type_I	bc95_03022	bc95_03027	bc95_03022,bc95_03026,bc95_03027	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode95_Avs_III_4	Avs	Avs_III	bc95_03382	bc95_03383	bc95_03382,bc95_03383	2	Avs_III__Avs3B,Avs_III__Avs3A
barcode95_Wadjet_I_6	Wadjet	Wadjet_I	bc95_04108	bc95_04111	bc95_04108,bc95_04109,bc95_04110,bc95_04111	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode95_SoFic_8	SoFIC	SoFic	bc95_00227	bc95_00227	bc95_00227	1	SoFic__SoFic
barcode95_SoFic_9	SoFIC	SoFic	bc95_03023	bc95_03023	bc95_03023	1	SoFic__SoFic
barcode95_AbiD_1	AbiD	AbiD	bc95_00337	bc95_00337	bc95_00337	1	AbiD__AbiD
barcode95_Gabija_2	Gabija	Gabija	bc95_01000	bc95_01001	bc95_01000,bc95_01001	2	Gabija__GajB_2,Gabija__GajA
barcode95_Gabija_3	Gabija	Gabija	bc95_02176	bc95_02177	bc95_02176,bc95_02177	2	Gabija__GajB_2,Gabija__GajA
barcode95_CAS_Class1-Subtype-I-F_12	CasFinder	CAS_Class1-Subtype-I-F	bc95_00249	bc95_00254	bc95_00249,bc95_00250,bc95_00251,bc95_00252,bc95_00253,bc95_00254	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode96_Gao_TerY_2	Gao_TerY	Gao_TerY	bc96_01039	bc96_01041	bc96_01039,bc96_01040,bc96_01041	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
barcode96_Gao_Iet_1	Gao_Iet	Gao_Iet	bc96_02227	bc96_02228	bc96_02227,bc96_02228	2	Gao_Iet__IetA,Gao_Iet__IetS
barcode96_Lamassu-Mrr_3	Lamassu-Fam	Lamassu-Mrr	bc96_04214	bc96_04216	bc96_04214,bc96_04215,bc96_04216	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuC_acc_Mrr,Lamassu-Fam__LmuB_SMC_Mrr
barcode96_CAS_Class1-Subtype-I-F_17	CasFinder	CAS_Class1-Subtype-I-F	bc96_00243	bc96_00248	bc96_00243,bc96_00244,bc96_00245,bc96_00246,bc96_00247,bc96_00248	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode96_SoFic_14	SoFIC	SoFic	bc96_00052	bc96_00052	bc96_00052	1	SoFic__SoFic
barcode96_CBASS_I_13	CBASS	CBASS_I	bc96_00121	bc96_00122	bc96_00121,bc96_00122	2	CBASS__Sensing_SAVED,CBASS__Cyclase_II
barcode96_SoFic_15	SoFIC	SoFic	bc96_00220	bc96_00220	bc96_00220	1	SoFic__SoFic
barcode96_BREX_I_11	BREX	BREX_I	bc96_03724	bc96_03729	bc96_03724,bc96_03725,bc96_03726,bc96_03727,bc96_03728,bc96_03729	6	BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode96_FS_HP_4	FS_HP	FS_HP	bc96_00021	bc96_00021	bc96_00021	1	FS_HP__HP
barcode96_NLR_like_bNACHT01_5	NLR	NLR_like_bNACHT01	bc96_00060	bc96_00060	bc96_00060	1	NLR_like_bNACHT01__NLR_like_bNACHT01
barcode96_Septu_6	Septu	Septu	bc96_01953	bc96_01955	bc96_01953,bc96_01954,bc96_01955	3	Septu__PtuB,Septu__PtuA,Septu__PtuB
barcode96_Wadjet_I_8	Wadjet	Wadjet_I	bc96_04187	bc96_04190	bc96_04187,bc96_04189,bc96_04190	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode96_CapRel_9	CapRel	CapRel	bc96_00469	bc96_00469	bc96_00469	1	CapRel__CapRel
barcode96_RM_Type_I_16	RM	RM_Type_I	bc96_03072	bc96_03076	bc96_03072,bc96_03073,bc96_03076	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
